;Chapter Sec;Chapter ID;Chapter Type;Chapter Requirement;Function Sec;Function ID;Function Type;Function Requirement;Hazard Sec;Hazard ID;Hazard Type;Hazard Requirement;Cause Sec;Cause ID;Cause Type;Cause Requirement;Measure Sec;Measure ID;Measure Type;Measure Requirement;Measure Description
515;4.43;562063;Chapter;Setup Main Unit;4.43.5;562174;Function;Calibration;4.43.5.3;562184;Hazard;Unwanted radiation;4.43.5.3.1;562185;Cause;Person in room during calibration;4.43.5.3.1.1;562186;Measure;Service training;Product specific service training (for service calibration)
516;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.1;562188;Hazard;Danger for patient or user;4.43.6.1.1;562189;Cause;Wrong Intended Use;4.43.6.1.1.1;562190;Measure;User Manual - Intended use only;CAUTIONCause: Improper use of the system beyond its intended use.   Possible consequences:Â Risk to the patient and user!Remedy: The system may only be used as defined by its intended use for clinical applications.   
517;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.1;562188;Hazard;Danger for patient or user;4.43.6.1.2;562191;Cause;Crash of subsystems;4.43.6.1.2.1;562192;Measure;Architectural Design of Subsystems and Components;see following sections in System Architecture (<XREF>561860</XREF>): * <xref>286376</xref> , see spacing  * <xref>286377</xref>  * <xref>353392</xref>  * <xref>353414</xref>
518;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.1;562188;Hazard;Danger for patient or user;4.43.6.1.2;562191;Cause;Crash of subsystems;4.43.6.1.2.2;562193;Measure;User Manual - Reset procedure for a freezed imaging SW;CAUTIONCause: Imaging system is frozen or restart is not possible.   Possible consequences: Risk of delay in the clinical procedureRemedy: Restart the system as presented in the following reset procedure.   
538;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.5;562219;Hazard;Thermal energy and high temperature;4.43.6.5.2;562230;Cause;Leakage of hot oil from tube assembly;4.43.6.5.2.2;562232;Measure;Pressure switch in tube;Pressure switch in tube is monitored during exposure.   Â  If excess pressure is detected, the switch is opened and the radiation is switched off.   
523;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.2;562195;Hazard;Loss of functionality;4.43.6.2.4;562202;Cause;Operational hazard due to missing knowledge of the system;4.43.6.2.4.1;562203;Measure;Provide training for technician;Provide training for technician.   Service Documentation:WARNING:Cause: Missing training or not following service instructions can result in failure.   Risk: Incorrect service can lead to damage for patient, personnel and system.   Remedy: Service activities are only permitted by trained personnel and according to the appropriate service instructions.   
539;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.7;562237;Hazard;Patient is infected by a virus due to a bad disinfection, system is damaged;4.43.6.7.1;562238;Cause;Incorrect cleaning of system after each patient, liquids or blood enter the system;4.43.6.7.1.1;562239;Measure;Reference - Spillage of Liquids on System;<XREF>562238</XREF>
561;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.15;562280;Hazard;Operator fails to actuate emergency stop;4.43.6.15.1;562281;Cause;Emergency stop is not readily accessible and easily identifiable;4.43.6.15.1.3;562284;Measure;User Manual - Emergency stop location;CAUTIONCaution: Position of EMERGENCY STOP button not known.   Possible consequences: In an emergency, the EMERGENCY STOP button will not be actuated in a timely manner.   Remedy: Make sure you know where the EMERGENCY STOP buttons are located.    EMERGENCY STOP buttons are in the following locations (see the figure).   
541;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.8;562241;Hazard;Environmental hazard;4.43.6.8.1;562242;Cause;Explosion;4.43.6.8.1.1;562243;Measure;Reference - User Manual - Danger of explosion;<XREF>562006</XREF>
562;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.16;562285;Hazard;Malfunction of the system;4.43.6.16.1;562286;Cause;Inappropriate accessory;4.43.6.16.1.1;562287;Measure;User Manual - Inappropriate accessory;CAUTIONCause: Inappropriate accessories.   Possible consequences: The use of accessories that do not comply with the safety requirements of this equipment can reduce the safety of the entire system.   Remedy: Use only original Siemens Healthineers accessories or accessories approved by Siemens Healthineers.   
563;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.16;562285;Hazard;Malfunction of the system;4.43.6.16.2;562288;Cause;Any defect parts in the system;4.43.6.16.2.1;562289;Measure;User Manual - Defect of system components;CAUTIONCause: System component error.   Possible consequences: An error on one system component can reduce the safety of the entire system.   Remedy:- Terminate system operation.   - Contact Siemens Healthineers Customer Service.   
564;4.43;562063;Chapter;Setup Main Unit;4.43.7;562295;Function;Stop button;4.43.7.1;562296;Hazard;Emergency stop out of order;4.43.7.1.1;562297;Cause;Defect in button or cable harness;4.43.7.1.1.1;562298;Measure;Reference - Check emergency stop - maintenance;<XREF>562279</XREF>
565;4.43;562063;Chapter;Setup Main Unit;4.43.8;562299;Function;Clean system;4.43.8.1;562300;Hazard;Patient collision;4.43.8.1.1;562301;Cause;Swapped wireless footswitch;4.43.8.1.1.1;562302;Measure;Reference to measures regarding footswitch;See <XREF>563088</XREF>, <XREF>563089</XREF>, <XREF>563090</XREF>, <XREF>563091</XREF>.   
566;4.43;562063;Chapter;Setup Main Unit;4.43.8;562299;Function;Clean system;4.43.8.2;562303;Hazard;Unwanted radiation;4.43.8.2.1;562304;Cause;Swapped wireless footswitch;4.43.8.2.1.1;562305;Measure;Reference to measures regarding footswitch;See <XREF>563088</XREF>, <XREF>563089</XREF>, <XREF>563090</XREF>, <XREF>563091</XREF>.   
567;4.43;562063;Chapter;Setup Main Unit;4.43.9;562306;Function;Store patient data;4.43.9.1;562307;Hazard;Unnecessary minor exposition to radiation;4.43.9.1.1;562308;Cause;Image store does not keep pace with acquisition under error conditions;4.43.9.1.1.1;562309;Measure;Warning Message;When the image storage does not keep pace with the acquisition (e.g. , due to buffer issues), radiography imaging shall be stopped and a message shall be displayed to the operator.    Fluoroscopy imaging shall not be stopped or inhibited.   
568;4.43;562063;Chapter;Setup Main Unit;4.43.9;562306;Function;Store patient data;4.43.9.1;562307;Hazard;Unnecessary minor exposition to radiation;4.43.9.1.2;562310;Cause;Storage Limit Reached (License);4.43.9.1.2.1;591790;Measure;Reference - Storage capacity exhausted;<XREF>562612</XREF>
569;4.43;562063;Chapter;Setup Main Unit;4.43.9;562306;Function;Store patient data;4.43.9.1;562307;Hazard;Unnecessary minor exposition to radiation;4.43.9.1.2;562310;Cause;Storage Limit Reached (License);4.43.9.1.2.2;591791;Measure;Reference - Display storage space;<XREF>562613</XREF>
570;4.43;562063;Chapter;Setup Main Unit;4.43.9;562306;Function;Store patient data;4.43.9.2;562312;Hazard;Wrong interventional decision;4.43.9.2.1;562313;Cause;Image quality cannot be improved after acquisition;4.43.9.2.1.1;562314;Measure;Store raw data;The imaging system shall store acquired 2D images immediately to the hard disk, before any user manipulation is done.    The operator shall always be able to restore the original image visualization.   
507;4.43;562063;Chapter;Setup Main Unit;4.43.2;562100;Function;Connect Trolley and Main Unit;4.43.2.6;562144;Hazard;Delayed or no interventional decision;4.43.2.6.9;562162;Cause;Insufficient charge (power) of UPS;4.43.2.6.9.1;562163;Measure;No measure required;Utilization of UPS has changed: intended use is not keeping system operational but ensuring a controlled shut down.   Hazard as well as hazardous situation/Cause is not applicable.   
560;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.15;562280;Hazard;Operator fails to actuate emergency stop;4.43.6.15.1;562281;Cause;Emergency stop is not readily accessible and easily identifiable;4.43.6.15.1.2;578760;Measure;Reference - Warning - General risk of collisions;<XREF>563493</XREF>
559;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.15;562280;Hazard;Operator fails to actuate emergency stop;4.43.6.15.1;562281;Cause;Emergency stop is not readily accessible and easily identifiable;4.43.6.15.1.1;578759;Measure;Reference - Emergency stop at every point of motorized movement activation;<XREF>562345</XREF>
558;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.14;562276;Hazard;Injury or crushing due to emergency stop out of order;4.43.6.14.1;562277;Cause;Defect in button or cable harness;4.43.6.14.1.1;562279;Measure;Check emergency stop;Check emergency stop during periodic maintenance.   
557;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.13;562273;Hazard;Injuries because of falling parts;4.43.6.13.1;562274;Cause;Wrong calculated max load, unforeseeable load.;4.43.6.13.1.1;562275;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
556;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.3;562267;Cause;Motorized movements of lifting column;4.43.6.12.3.5;562272;Measure;Warning Label - Risk of crushing hand;"A warningÂ label """"risk of crushing - hand"""" shall be placed on the upper main unit cover to indicate crushing between theÂ vertical movement unit.   "
555;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.3;562267;Cause;Motorized movements of lifting column;4.43.6.12.3.4;562271;Measure;Warning Label - Risk of crushing foot;"WarningÂ labels ""risk of crushing - foot"" shall be placed on the cover of the transport skid on the front side, as well as onÂ and the left and right side.   "
554;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.3;562267;Cause;Motorized movements of lifting column;4.43.6.12.3.3;562270;Measure;Reference - User Manual - Trained Users;<XREF>561986</XREF>
553;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.3;562267;Cause;Motorized movements of lifting column;4.43.6.12.3.2;562269;Measure;Reference - User Manual - Danger Zones;<XREF>562264</XREF>
552;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.3;562267;Cause;Motorized movements of lifting column;4.43.6.12.3.1;562268;Measure;Reference - User Manual - Risk of crushing;<XREF>562263</XREF>
551;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.2;562262;Cause;Manual or motorized movements of any parts;4.43.6.12.2.4;562266;Measure;Warning Label - Risk of crushing hand;"WarningÂ labels ""risk of crushing - hand"" shall be placed on the angulation cover (upper and lower side), for orbital movement.   "
550;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.2;562262;Cause;Manual or motorized movements of any parts;4.43.6.12.2.3;562265;Measure;Limit motorized orbital operating radius;After saving the software end positions for motorized orbital movement, it shall be checked that the orbital movement stops so that the remaining gap to the end stop is >= 25 mm.   
549;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.2;562262;Cause;Manual or motorized movements of any parts;4.43.6.12.2.2;562264;Measure;User Manual - Danger zones;CAUTIONCause:Â The points marked on the figure indicate hazardous locations around the system.   Possible consequences: Risk of injury to the patient and personnel due to crushing or collision.   Remedy: Be careful around the hazardous locations indicated.   
548;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.2;562262;Cause;Manual or motorized movements of any parts;4.43.6.12.2.1;562263;Measure;User Manual - Risk of Crushing;CAUTIONCause: Manual or motorized movementsPossible consequences: Risk of crushing and collision for persons and objects in the vicinity of moving parts.   Remedy:- During manual and motorized movements of the device, make sure you take into account any persons or objects in the way of movement, and control the movement to avoid collisions.   - Make sure that everyone is outside the hazardous zone.   
547;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.12;562259;Hazard;Collision with operator, patient or equipment, crushing;4.43.6.12.1;562260;Cause;Unintentional activation of control elements;4.43.6.12.1.1;578758;Measure;Reference - Emergency stop at every point of motorized movement activation;<XREF>562345</XREF>
546;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.11;562250;Hazard;Danger by releasing of stored mechanical energy;4.43.6.11.3;562255;Cause;Collimator comes loose;4.43.6.11.3.1;562256;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
545;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.11;562250;Hazard;Danger by releasing of stored mechanical energy;4.43.6.11.2;562253;Cause;Cable c-arm falling down;4.43.6.11.2.1;562254;Measure;Reference - Compliance with IEC 60601-1;Compliance with IEC 60601-1, 04S451630 in <XREF>561856</XREF>
544;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.11;562250;Hazard;Danger by releasing of stored mechanical energy;4.43.6.11.1;562251;Cause;Rotation of c-arm when power fails;4.43.6.11.1.1;562252;Measure;User Manual - Rotation of c-arm;CAUTIONCause: C-arm rotation.   Possible consequences: Risk of crushingRemedy: Pay particular attention to crushing risks between moving system parts and the corresponding guide openings.   
543;4.43;562063;Chapter;Setup Main Unit;4.43.6;562187;Function;System Operation;4.43.6.10;562247;Hazard;Electro magnetic disturbances;4.43.6.10.1;562248;Cause;Delayed or disturbed transmission of images, or other functional disturbance;4.43.6.10.1.1;562249;Measure;Reference - EMC compliance - emissions, immunity and pass / fail criteria;<XREF>562015</XREF>
